player_name,team,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts
Deandre Thomas,Samford,31,29.1,119.2,12,61.5,61.84,5.4,8.6,7.1,15.8,4,6,0.667,15,33,0.455,22,45,0.489,0,1.3,7.7,0,0.67848,103.731,4.3,108.818,108.08,0.891351,59.082,-0.380993,1.30464,-1.68564,-0.46614,12.5625,-0.00294265,-0.463198,0.5625,1,1.5625,0.5,0.2812,0,3.2812
Robert Allen,Samford,32,78.6,104.3,17.5,52.3,54.64,8.1,19.7,8.4,19.1,56,85,0.659,100,175,0.571,23,82,0.28,3.2,1.5,33.1,0,1.23631,98.7861,3.2,101.814,101,3.10596,216.102,1.65403,0.132392,1.52164,0.352165,32.0606,-0.0888786,0.441043,2.1212,6.1515,8.2727,1.4848,0.8485,0.9091,9.9394
Gaber Ozegovic,Cal St Fullerton,10,1.8,49,8.9,150,150,0,14.4,0,83.7,0,0,0,0,0,0,1,1,1,0,2.5,0,0,-0.364663,40.6246,3.5,100.411,98.304,0.242578,4.39461,-8.63949,-8.99083,0.351342,-5.3039,5.3333,-6.21884,0.914941,0.1667,0.5833,0.75,0.0833,0.1667,0,1.25
Stevan Krtinic,St. Francis NY,26,29.6,104.8,13.1,62.1,64.09,2,11.1,12.7,28.5,11,14,0.786,16,27,0.593,15,35,0.429,0.3,0.8,22.6,0,0.152682,90.5735,3.3,105.938,110.086,0.949486,55.8664,-3.80192,-2.60089,-1.20104,-4.20434,14.9286,-3.05593,-1.14841,0.25,1.4286,1.6786,1.0357,0.1786,0.0357,3.8929
Klay Brown,Saint Peter's,25,26.7,74.9,14.5,38.1,40.71,4.1,14.6,8.8,29.5,10,18,0.556,9,22,0.409,9,37,0.243,3.7,3.4,30.5,0,-0.964783,67.1434,4.9,101.076,104.144,1.20223,69.4026,-2.88517,-4.36453,1.47937,-3.36716,13.96,-5.09313,1.72597,0.44,1.6,2.04,0.6,0.76,0.4,2.2
Majur Majak,Saint Peter's,22,10.4,79,11.9,57.1,59.35,6.8,17.8,1.5,42.2,4,6,0.667,8,14,0.571,0,0,0,12.5,1.4,42.9,0,-0.412917,67.7714,8.2,99.7126,101.57,0.584933,28.3592,-2.8127,-7.13719,4.32449,-4.75545,6.1818,-7.96782,3.21237,0.3182,0.8636,1.1818,0.0455,0.1364,0.5909,0.9091
Gabe Watson,Southern Miss,29,34.6,94.6,19.4,50.9,51.96,3.6,9.3,10.3,18.6,10,15,0.667,28,46,0.609,21,71,0.296,0.3,0.7,12.8,0,0.34866,94.7151,3,105.713,106.973,1.08032,57.2908,-3.80213,-1.02518,-2.77695,-3.87373,14.1515,-1.8208,-2.05293,0.5152,1.3939,1.9091,1.0909,0.2121,0.0909,4.4848
Jaden Robinson,Georgetown,1,0.1,0,18.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.607246,-0.0411787,0,115.721,117.599,0.0823026,0.214342,-22.234,-16.0909,-6.14305,-25.3023,2,-16.6297,-8.6726,0,0,0,0,0,0,0
Rico Quinton,East Carolina,7,4.5,76.4,22.8,38.9,42.2,7.9,23,0,22.3,4,7,0.571,4,10,0.4,2,8,0.25,12.2,4.1,38.9,0,-0.0611768,85.2152,5,94.0475,93.2449,0.987649,15.7834,-5.40382,-7.62237,2.21855,1.27338,8,-1.97457,3.24796,0.5714,1.5714,2.1429,0,0.5714,0.8571,2.5714
Hunter Tyson,Clemson,31,18.8,85,14.1,34.1,36.42,2.9,11.6,8.5,9.8,6,9,0.667,5,16,0.313,11,47,0.234,3.8,0.5,14.3,0,-0.159884,81.8788,2.8,99.5049,94.9873,0.987784,41.3733,-0.619653,-1.92641,1.30676,-1.01132,8.2581,-2.0747,1.06338,0.1935,0.8387,1.0323,0.3871,0.0645,0.2581,1.5806
Montez Mathis,Rutgers,31,56.8,89.1,22.7,40.8,43.54,3.2,10.8,9.9,14.5,55,99,0.556,80,188,0.426,16,67,0.239,1,1.8,38.8,0,0.746577,96.928,3.2,102.97,98.2216,2.46265,117.904,-1.68845,-1.64641,-0.0420383,-1.51385,22.9032,-1.9298,0.415952,0.6774,2.2258,2.9032,1.0968,0.7097,0.1935,8.4839
Caleb McConnell,Rutgers,31,38.6,100.6,19.7,49.2,54.78,3.5,14.6,13.2,22.8,42,53,0.792,34,74,0.459,20,56,0.357,0.9,3.2,40.8,0,0.975483,105.684,3.4,98.483,93.9416,1.9009,96.5964,2.64462,0.475317,2.1693,3.03245,15.5484,0.286235,2.74622,0.5161,2.0323,2.5484,1.0323,0.8387,0.129,5.4839
Eric Hunter Jr.,Purdue,36,31.2,93.8,14.1,36,39.91,4.1,8.8,14.2,19.9,15,21,0.714,17,43,0.395,10,46,0.217,0.8,1.7,23.6,0,0.204296,92.1813,3.3,104.37,98.4683,1.34051,71.1784,1.2694,0.500205,0.769195,-0.548948,12.6389,-1.95152,1.40257,0.4444,0.9444,1.3889,1.0833,0.3611,0.0833,2.1944
Obi Toppin,Dayton,33,65.6,120.9,23.9,68.4,69.18,7.7,17.1,15.6,18.1,62,87,0.713,190,281,0.676,11,21,0.524,3.7,1.5,28.8,0,3.85841,129.822,3.2,97.0498,95.7812,3.06724,174.614,6.89535,4.12113,2.77422,8.22388,26.5455,5.78927,2.43461,1.5152,4.1212,5.6364,1.8485,0.6364,0.8485,14.3939
Shaq Carter,Rutgers,28,31.6,111.1,16.7,58.2,61.14,11.4,16.6,6.2,21.2,27,38,0.711,48,84,0.571,1,1,1,1.7,0.4,44.7,2,1.20315,112.256,3.8,103.232,98.3058,1.51148,64.8032,0.61395,0.272884,0.341066,1.30427,14.1071,1.24474,0.0595321,1.5,2.1071,3.6071,0.4286,0.1071,0.2143,4.5
M.J. Randolph,Florida A&M,29,60.9,81.1,21.5,51.5,51.6,5.2,14.1,14.8,32.4,37,75,0.493,78,146,0.534,4,17,0.235,0.3,2.6,46,0,-0.654746,79.7181,3.8,100.319,104.264,2.08519,118.624,-4.12209,-5.02379,0.901699,-4.55355,24.3548,-4.5799,0.0263485,1.0323,2.8387,3.871,1.6774,1.1613,0.0645,7.1613
Cameron Healy,Albany,31,85.8,110.6,22.6,55.8,59.26,1.1,12.2,17.4,16.3,74,84,0.881,60,137,0.438,102,245,0.416,0.3,1.1,22,0,2.83024,111.226,2,106.615,110.962,2.20262,164.764,-0.39733,2.04957,-2.4469,1.83983,34.4688,3.40681,-1.56699,0.3438,3.4375,3.7812,2.4375,0.6875,0.0938,16
George Mawanda-Kalema,Brown,24,23.4,101.6,19.5,51.6,54.56,3.3,14.7,7.7,15,15,18,0.833,31,58,0.534,12,37,0.324,0.4,1.6,18.9,1,0.551231,101,3,97.5093,98.6318,1.2548,53.1555,-2.81056,-1.77711,-1.03345,-0.191097,11.8462,-0.151322,-0.0397746,0.3462,1.5769,1.9231,0.5,0.3077,0.0385,4.8462
Ignas Brazdeikis,Michigan,37,74.1,110.7,24.6,53.1,57.29,4.6,16.1,6.1,10.5,116,150,0.773,132,264,0.5,56,143,0.392,1.7,1.5,36.9,0,3.8246,124.633,2.9,90.4089,86.1134,4.45936,201.859,6.11694,3.37709,2.73984,7.73786,29.6486,4.64768,3.09017,1.1622,4.2703,5.4324,0.8378,0.7027,0.4865,14.8108
Colin Castleton,Michigan,19,4.5,80.6,26.2,40.9,39.96,14.2,21.7,3,17.5,3,9,0.333,9,19,0.474,0,3,0,6.1,0.9,40.9,0,0.0335308,90.1986,8.4,85.7537,81.7214,0.584123,14.6822,-3.41338,-5.8524,2.43902,-5.98294,3.5263,-7.74398,1.76104,0.4211,0.6842,1.1053,0.0526,0.0526,0.2105,1.1053
David DeJulius,Michigan,25,6.5,48.6,20.6,21.7,21.31,1.2,12.8,9.1,15.5,1,6,0.167,5,15,0.333,1,15,0.067,0,3.2,20,0,-0.479237,51.4925,4.6,88.7663,84.6471,0.597101,18.8549,-4.42614,-7.04524,2.6191,-8.75425,3.84,-11.3152,2.561,0.04,0.44,0.48,0.2,0.2,0,0.56
Ricky Lindo,Maryland,34,30.7,90.5,11,40.4,43.05,8.8,22.8,4.9,23.6,13,25,0.52,18,40,0.45,2,12,0.167,4,2.2,48.1,0,-0.186189,83.0939,5.5,92.7566,87.5351,1.78847,95.7798,3.31005,-1.47776,4.78781,1.97466,12.2941,-2.39535,4.37001,0.8824,2.6176,3.5,0.3529,0.4412,0.4412,1.6176
Jalen Smith,Maryland,33,64.8,113.6,22.5,52.4,55.05,12.5,16.4,7.1,12.4,77,117,0.658,126,224,0.563,19,71,0.268,5.1,1,39.7,0,3.39098,124.063,3,97.7873,92.2253,3.44921,169.033,6.02647,3.31563,2.71084,5.8227,26.697,3.93366,1.88904,2.7273,4.0909,6.8182,0.8788,0.4242,1.2121,11.697
Thomas Kithier,Michigan St,31,11.4,130.2,11,79.3,76.92,9.9,14.5,5,21,3,6,0.5,23,29,0.793,0,0,0,1.8,1,20.7,0,0.687654,121.917,5.6,96.7001,91.1338,0.764803,32.5823,5.40218,3.12177,2.28041,4.09072,5.7742,1.0622,3.02852,0.4516,0.8387,1.2903,0.1613,0.0968,0.0968,1.5806
Aaron Henry,Michigan St,39,54.9,105.6,15.7,53.2,55.5,5.7,12.8,12.3,21.9,36,52,0.692,77,148,0.52,15,39,0.385,2.3,1.7,27.8,0,1.46676,106.705,3.3,95.8904,90.2522,2.98779,162.233,5.28149,1.59841,3.68308,4.59613,22.1026,1.0501,3.54603,1,2.8462,3.8462,1.5641,0.641,0.4872,6.0256
Samson Froling,Creighton,29,17.8,85.7,23.3,56.7,55.44,6.4,19.5,10.4,30.9,5,13,0.385,38,61,0.623,3,14,0.214,5.1,0.7,17.3,0,0.148798,92.6216,5.4,102.35,97.6741,0.915978,48.0181,-2.40409,-4.94149,2.53739,-3.03353,8.8667,-4.6702,1.63667,0.5,1.4333,1.9333,0.4667,0.1333,0.3667,3.5667
Christian Bishop,Creighton,27,16.9,104.6,24.9,66.7,63.19,13.6,15,9.1,23.5,16,35,0.457,48,69,0.696,0,3,0,6.8,2.7,48.6,0,0.808843,114.845,6.2,98.3244,93.6993,1.05613,53.0508,4.9214,0.389356,4.53204,3.40196,8.9286,0.305725,3.09624,1,1.1429,2.1429,0.4286,0.3929,0.5357,4.0714
Marcus Zegarowski,Creighton,31,64.6,111.6,19,55.9,58.6,2.2,10.4,21.2,18.8,48,63,0.762,52,105,0.495,54,133,0.406,0.1,1.9,26.5,0,2.68037,114.52,2.7,105.851,100.995,2.81918,150.24,3.57241,2.92513,0.647277,2.54168,28.5625,1.76515,0.776527,0.5,2.6562,3.1562,3.375,0.9375,0.0312,10.4375
Bryce Golden,Butler,15,6.8,99.4,15.5,52.2,53.25,7.9,7,0,17.1,1,1,1,12,19,0.632,0,4,0,0,0.7,4.3,0,0.219251,98.0769,4.4,110.682,104.43,0.516775,11.9948,-5.95141,-2.27034,-3.68107,-3.76974,6,-1.8262,-1.94354,0.4,0.3333,0.7333,0,0.0667,0,1.6667
Efe Odigie,UTEP,23,58,88.8,27.1,47.3,51.95,10.1,30.4,4.3,24.1,70,100,0.7,105,221,0.475,0,1,0,2.1,1.4,45,0,0.866199,96.5428,4.4,92.5532,93.8002,3.39999,153.063,-6.5465,-6.84812,0.301626,-2.61438,27.28,-2.94696,0.332584,2.68,7.56,10.24,0.52,0.6,0.52,12.68
Paul Djoko,Northern Kentucky,33,38,88.2,8.9,45,46.8,1.4,7.1,12.9,32.1,13,26,0.5,18,33,0.545,0,7,0,4.6,1.4,65,0,-0.779539,72.6669,2.8,102.959,102.763,1.40691,85.3988,-1.76485,-3.72604,1.96119,-1.07855,15.6286,-2.84681,1.76826,0.1714,0.9429,1.1143,1.2857,0.4,0.6286,1.6857
Greg Williams Jr.,St. John's,28,17.1,97.9,14.1,53.8,57.67,4.3,8.8,7.1,25.1,13,18,0.722,17,25,0.68,3,15,0.2,2.6,1.9,45,0,0.13162,92.0383,5.8,105.18,101.661,0.799855,39.3851,-1.47826,-2.18298,0.704719,-3.26198,8.3929,-3.37265,0.110669,0.3214,0.6429,0.9643,0.3571,0.2857,0.1786,2
Marcellus Earlington,St. John's,15,4.3,105.5,28.3,50,49.48,20.8,23.2,0,6.6,3,7,0.429,11,19,0.579,2,9,0.222,8.2,1.9,25,0,0.408925,117.419,5.4,96.3376,93.7929,0.495036,13.7403,-6.57422,-2.32734,-4.24688,1.68979,3.9333,3.35378,-1.66399,0.7333,0.8,1.5333,0,0.1333,0.2667,2.0667
Adrian Rodriguez,UTSA,25,19.3,109.3,13.2,63.6,65.27,9.9,17.7,4,26.6,11,16,0.688,21,30,0.7,0,3,0,4,0.5,48.5,0,0.371604,99.8666,6.6,102.145,103.089,0.789713,42.8073,-1.06231,-1.91946,0.857149,-1.99144,8.6552,-2.71195,0.720506,0.7586,1.4138,2.1724,0.3103,0.069,0.2759,1.9655
Devon Baker,UNC Asheville,28,84,91.5,31,41.9,46.68,3.9,6.1,25.1,18.3,85,104,0.817,128,304,0.421,29,105,0.276,0.6,2.7,25.4,0,1.57572,100.973,2.2,119.391,118.758,1.24754,132.081,-5.47872,-0.937121,-4.5416,-4.13882,33.871,-0.4876,-3.65122,1.0323,1.7097,2.7419,3,1.4839,0.1613,16.0645
Coty Jude,UNC Asheville,28,69.2,104.4,18.1,54.9,57.61,3.8,11,6.7,18.7,38,49,0.776,21,54,0.389,61,151,0.404,2.2,1.8,23.9,0,1.17426,99.6761,3.5,118.253,117.627,1.13712,115.137,-2.79961,0.258437,-3.05805,-2.69338,27.0645,-0.0809897,-2.61239,0.8387,2.4194,3.2581,0.7742,0.8065,0.4194,9.4194
Stephen Edoka,UNC Asheville,26,16.1,75.7,18.7,38.8,42.01,10.1,18.8,3.9,27.9,7,11,0.636,14,33,0.424,1,7,0.143,3.6,2.8,27.5,0,-0.352376,72.801,6,111.858,111.2,0.438941,34.9283,-9.15677,-7.12361,-2.03316,-8.47866,7.6786,-6.59324,-1.88542,0.8214,1.25,2.0714,0.1429,0.3571,0.2143,1.4643
Luke Lawson,UNC Asheville,28,37.2,105.3,13.8,53.3,54.87,3.8,11.1,9,17.3,6,6,1,8,15,0.533,27,76,0.355,1.9,1,6.6,0,0.346172,94.1547,2.5,120.256,119.62,0.508616,56.0001,-4.57238,-0.802494,-3.76989,-3.46758,14.5161,-0.522728,-2.94485,0.5484,1.3226,1.871,0.5484,0.2258,0.1935,3.5161
Junior Ballard,Cal Poly,13,17.8,86,22.5,40,44.5,2.2,20.1,7.3,16.2,16,24,0.667,8,23,0.348,12,42,0.286,0.5,0.6,36.9,0,-0.0190092,87.0829,5.9,111.757,114.731,0.745741,32.2232,-8.73546,-3.75521,-4.98025,-7.21557,15.1333,-4.35855,-2.85702,0.3333,2.3333,2.6667,0.5333,0.1333,0.1333,5.0667
Filip Rebraca,North Dakota,26,53.3,97.5,20.1,54,54.73,8.1,21.7,5.8,19.7,22,38,0.579,72,133,0.541,10,28,0.357,3.6,1.4,23.6,1,0.514158,94.4122,5.2,103.564,102.865,1.96624,115.067,-2.14806,-3.10165,0.953592,-2.16896,21.6207,-2.63416,0.465201,1.6897,4.2414,5.931,0.6207,0.5172,0.8966,8.0345
Isaiah Moll,Vermont,32,42.3,83.2,21.6,42.3,43.59,4.6,16.1,11.1,22,18,33,0.545,52,107,0.486,13,62,0.21,0.9,1.4,19.5,0,-0.229614,83.6611,2.4,97.2217,99.6174,1.80446,99.0403,-3.97451,-4.02742,0.052908,-4.356,17.5152,-3.7698,-0.586202,0.6667,2.2727,2.9394,0.9697,0.4242,0.1212,5.3939
Davon Bolton,Northern Arizona,31,36,84.1,23,40.6,45.55,1,10.4,14.2,21.5,38,55,0.691,33,67,0.493,17,77,0.221,0,0.9,38.2,2,-0.198546,83.4849,3.5,114.369,116.765,0.634238,64.9354,-9.52239,-4.67912,-4.84326,-8.42473,14.5161,-4.75606,-3.66867,0.129,1.2581,1.3871,1.0645,0.2258,0,5
Josh LeBlanc,Georgetown,33,59.4,124.9,16.1,64.4,66.11,11.5,20.8,7.7,15.2,66,95,0.695,109,174,0.626,5,7,0.714,4.8,2,52.5,0,2.72457,120.499,3.7,100.85,96.6848,2.70516,178.454,6.55468,2.84538,3.70929,5.07271,24.3939,3.06831,2.0044,2.5152,4.7879,7.303,0.9697,0.9091,1.0909,9.0606
Deante Johnson,Cleveland St,27,38,78.4,14.8,34.5,35.56,8.2,17.9,8.3,21.3,11,27,0.407,30,80,0.375,0,7,0,3.6,1.5,31,0,-0.941434,70.9208,4,108.17,106.56,1.30356,89.7825,-5.00029,-5.43092,0.430622,-5.83413,16.1724,-4.98142,-0.852709,1.2759,2.7586,4.0345,0.7931,0.5172,0.5517,2.5862
Mac McClung,Georgetown,29,56.7,98.1,25.8,45.2,50.56,3.2,7.5,15.3,16.3,87,109,0.798,88,183,0.481,39,141,0.277,0.6,1.7,33.6,0,1.78341,107.367,2.7,108.768,104.215,2.26985,122.003,-0.841044,0.884865,-1.72591,-0.347855,26.4828,0.45132,-0.799175,0.7586,1.8621,2.6207,2,0.8276,0.1379,13.1034
Tamir Bynum,UTSA,6,4.1,39.1,20.5,11.8,18.52,0,6.9,3.4,17.1,3,4,0.75,2,13,0.154,0,4,0,0,0,23.5,0,-1.26099,41.0672,0,110.274,107.605,0.594022,6.03544,-17.2596,-12.4943,-4.76524,-14.6051,9,-9.32996,-5.27518,0,0.3333,0.3333,0.2222,0.2222,0,1.8889
Adokiye Iyaye,UTSA,28,44.3,119.2,11.1,55.4,59.71,3.3,4.3,6.7,11.8,30,40,0.75,30,48,0.625,11,36,0.306,0.2,1.3,47.6,0,1.13405,105.895,3,107.902,109.168,1.24809,74.4353,-0.115489,0.76896,-0.884449,-0.697743,18.3125,-0.887478,0.189735,0.5312,0.9062,1.4375,0.75,0.4688,0.0625,4.875
Armon Brummett,Bradley,23,9.7,43,17.5,17.2,19.82,1.8,12.4,9.8,28.7,3,8,0.375,5,13,0.385,0,16,0,1.8,4.1,27.6,0,-0.917974,41.7098,4.5,95.2085,95.9159,0.640157,25.4207,-5.56718,-7.84613,2.27895,-7.14681,5.7917,-9.26282,2.116,0.0833,0.5833,0.6667,0.2917,0.4583,0.0833,0.5417
Tariq Silver,Eastern Michigan,19,15,100.8,16.2,55.7,52.82,0,8.2,7.3,15.5,4,13,0.308,8,19,0.421,11,25,0.44,0.7,1.8,29.5,0,0.303468,97.4256,4,108.812,105.745,0.721978,24.8736,-2.43392,-0.98324,-1.45068,-0.949348,9,-1.50131,0.551962,0.087,0.5652,0.6522,0.3478,0.3478,0.0435,3.1304
Jorden Peterson,Eastern Michigan,6,0.7,10,36.2,0,0,14.4,0,0,42,0,0,0,0,3,0,0,1,0,0,0,0,0,-0.394582,2.17397,0,117.674,110.28,0.0887332,0.65313,-35.3632,-26.9751,-8.38814,-32.9734,2.5,-19.15,-13.8233,0.125,0,0.125,0.5,0.125,0,0.625
Brandon Wade,Duquesne,27,19.4,60.3,14.2,23.2,29.68,1.3,6.7,14.8,36.4,9,13,0.692,5,15,0.333,3,26,0.115,0.4,1.6,31.7,0,-1.02545,55.228,4.9,106.852,108.961,0.641823,35.5454,-9.32791,-7.1352,-2.19271,-10.5515,9.2963,-8.95128,-1.60026,0.1111,0.5556,0.6667,0.8148,0.2593,0.037,1.037
Onyi Eyisi,Fordham,31,35.9,109,15.1,54.7,55.6,14.4,16.6,4.1,18.7,22,39,0.564,41,75,0.547,0,0,0,5.8,1.5,52,0,0.677543,101.042,7.9,98.0105,99.8352,1.47759,89.6143,0.400403,-2.19489,2.5953,-2.8118,14.4375,-3.79532,0.983518,1.9688,2.0312,4,0.2812,0.3438,0.8125,3.5625
Aljaz Kunc,Washington St,31,28,92.8,13.2,53.7,56.03,3.3,14.1,6.4,27,10,13,0.769,18,33,0.545,12,34,0.353,2.5,2,19.4,0,-0.128076,84.2711,5.3,109.292,107.709,0.888022,68.8345,-1.94671,-2.23213,0.285416,-3.01262,11.5806,-3.11504,0.102422,0.3226,1.4516,1.7742,0.4194,0.4194,0.2581,2.6452
Joey Hauser,Marquette,34,71.8,108,18,54.2,58.7,3.7,16,15.3,22.3,72,91,0.791,61,131,0.466,45,106,0.425,0.3,0.7,38.4,0,2.17225,109.261,3.8,99.6648,96.4694,3.28679,174.74,2.68827,1.68066,1.0076,2.29283,29.0294,1.10607,1.18676,0.8824,4.4118,5.2941,2.4118,0.3529,0.0882,9.6765
CJ Elleby,Washington St,32,77.2,98.7,27.3,50.5,53.11,6,20.1,20.2,20.1,82,123,0.667,115,257,0.447,53,128,0.414,2,1.9,31.9,0,2.21687,108.15,3.3,108.053,106.263,2.51594,198.545,1.12451,0.709437,0.415069,1.05784,30.875,1.62319,-0.56535,1.5938,5.5,7.0938,3,1.0312,0.5625,14.7188
Shandon Brown,George Washington,29,16.7,46.2,12,18,23.53,0.5,9.7,13.2,39.7,5,10,0.5,0,8,0,3,17,0.176,0,1.9,40,0,-1.23209,40.6969,4.3,106.234,106.111,0.615163,37.0004,-8.75173,-8.08336,-0.668365,-10.0357,7.7241,-9.48135,-0.554329,0.0345,0.6552,0.6897,0.5517,0.2414,0,0.4828
Mezie Offurum,George Washington,26,15.8,76.9,19,48.8,53.03,2.7,11.3,10.1,35.3,14,21,0.667,18,35,0.514,1,5,0.2,2.2,0.8,52.5,0,-0.283411,77.2971,4.2,106.736,106.653,0.636079,34.2159,-7.84835,-7.29813,-0.550225,-7.20258,8.1538,-6.00135,-1.20122,0.1923,0.8077,1,0.3846,0.1154,0.1538,2.0385
Trey Hopkins,Seattle,16,9.4,74.7,16.4,31.7,33.93,9,7.7,4.7,21.2,2,2,1,8,17,0.471,1,13,0.077,0,1,6.7,0,-0.480801,68.51,4.1,105.093,106.018,0.629018,17.1707,-6.80877,-5.07192,-1.73684,-9.3614,7.7222,-6.41924,-2.94216,0.5556,0.5556,1.1111,0.2222,0.1111,0,2.2222
Riley Grigsby,Seattle,28,39.3,111,12.4,53.9,57.25,4,12.7,5.4,15.2,24,33,0.727,35,61,0.574,9,29,0.31,3.7,0.9,36.7,0,0.600386,97.4132,5.9,101.141,101.687,1.66208,84.1697,0.648562,-1.52818,2.17675,-0.272457,17.1333,-2.3269,2.05445,0.6333,1.9333,2.5667,0.5,0.2667,0.6667,4.3
Uche Dibiamaka,UT Rio Grande Valley,29,19.9,76.3,14.2,36.9,39.91,2.3,9.3,8.3,21,9,14,0.643,18,39,0.462,3,22,0.136,1.6,1.2,23,0,-0.591789,69.6425,5,103.88,103.967,0.82976,41.5881,-5.81339,-5.04683,-0.766559,-6.43482,9.9,-5.70217,-0.732649,0.2333,0.8,1.0333,0.5,0.2,0.1667,1.8
Jermaine Harris,Rhode Island,33,42.5,89.6,16.7,44.5,52.17,6.3,12.8,4,27.1,48,63,0.762,49,99,0.495,0,11,0,2.1,1.6,57.3,0,-0.0060496,87.3559,6.5,100.367,100.972,1.68225,98.95,-3.29301,-3.7684,0.475388,-4.49226,17.2121,-5.34312,0.850859,0.9697,1.8788,2.8485,0.3636,0.4545,0.303,4.4242
Luke Frampton,Davidson,33,77.3,110,16.9,55.3,56.12,1.7,10.1,12.7,11.2,25,38,0.658,13,32,0.406,96,252,0.381,1.4,1.7,13.4,0,2.06691,106.727,3.4,101.51,100.255,3.13258,175.392,3.18824,2.8048,0.383439,2.97713,30.8235,1.89255,1.08458,0.4118,2.7647,3.1765,2.0294,0.8529,0.3235,10.3235
David Azore,UT Arlington,31,55.3,81.7,25.4,33.9,45.07,2.8,17.2,14.5,26.2,104,128,0.813,63,177,0.356,8,44,0.182,0.3,1.5,57.9,0,0.0129159,87.6213,3.3,100.648,99.6684,2.35996,130.854,-5.62353,-5.83935,0.215817,-5.22149,23.2188,-4.83625,-0.385241,0.6562,3.5312,4.1875,1.5938,0.5938,0.0625,8.4062
Andre Ball,Pepperdine,29,28.2,99.4,13.4,53.1,52.22,4.4,11.5,3,13.5,10,23,0.435,22,41,0.537,14,40,0.35,2.5,0.5,28.4,0,0.140432,90.615,3.4,108.973,109.665,0.880567,57.6676,-3.14726,-1.5638,-1.58346,-2.47101,13.1,-1.05699,-1.41402,0.4667,1.2,1.6667,0.2667,0.1,0.2667,3.3333
Cassius Smits-Francisco,Idaho,23,32.2,95.3,13,61.2,56.13,8.4,16.4,5.3,25.8,11,30,0.367,30,49,0.612,0,0,0,3.2,1,61.2,0,-0.292036,82.2684,6.1,115.139,116.873,0.708155,65.3834,-4.86296,-3.74902,-1.11394,-6.22739,16.2308,-4.80015,-1.42724,1.2308,2.6154,3.8462,0.3846,0.2308,0.3846,3.4231
Jared Rodriguez,Idaho,29,66.5,101,24.8,51.4,56.08,9.5,18.9,8.4,20.3,67,80,0.838,92,195,0.472,27,63,0.429,2.3,0.8,31,0,1.37627,102.364,4.9,114.872,116.732,1.17509,136.667,-4.65629,-1.70613,-2.95016,-4.54594,26.5938,-1.23168,-3.31426,2.0312,4.5,6.5312,0.9688,0.4062,0.5625,11.1875
Aaron Wheeler,Purdue,36,34,112,17.5,55.9,56.77,8,17.7,5.6,16.8,19,31,0.613,29,50,0.58,31,85,0.365,4.4,2.6,23,0,1.35166,116.065,5.2,96.9196,91.4389,1.79638,104.62,7.01062,3.68658,3.32404,5.429,13.8056,2.62825,2.80075,0.9444,2.0833,3.0278,0.4167,0.5833,0.4722,4.7222
Kelby Kramer,Montana,19,6.6,83.4,12.5,60,56.57,5.8,6.9,5.5,37.3,2,5,0.4,6,10,0.6,0,0,0,4,0.7,50,0,-0.237364,72.6891,6.4,105.188,107.646,0.350566,13.6069,-4.51878,-4.94654,0.427759,-6.04751,6,-6.49032,0.442811,0.3333,0.5714,0.9048,0.1905,0.0952,0.3333,0.8571
Josiah Strong,Navy,31,26.2,98.5,17.5,47.2,50.16,1.7,6.8,19,20.6,11,12,0.917,17,43,0.395,17,47,0.362,0.4,1.6,13.3,0,0.20775,93.169,3.3,109.7,110.894,0.675345,50.3753,-4.07246,-1.73536,-2.3371,-2.73956,10.4839,-1.76666,-0.972899,0.1613,0.6129,0.7742,0.9677,0.2903,0.0323,3.0968
Jerry Higgins III,The Citadel,19,10.6,94.7,14.4,42.9,46.12,1.8,2.9,22,25.6,4,6,0.667,3,9,0.333,4,12,0.333,0,1.4,28.6,0,0.011459,88.0028,3.8,121.669,119.166,0.216629,15.9252,-9.37374,-3.1468,-6.22693,-7.65925,6.5455,-3.60433,-4.05492,0.1818,0.3182,0.5,1.1818,0.3636,0,1.7273
Dimitri Georgiadis,The Citadel,3,0.7,59.7,6.5,0,0,0,0,18.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.345553,50.1147,10,125.229,121.773,0.0711118,0.866675,-17.4876,-8.00492,-9.48264,-9.72955,4.5,-6.38959,-3.33996,0.3333,0.5,0.8333,0.1667,0.5,0,1.5
Donovann Toatley,Chattanooga,25,53.4,90.9,28.3,45.4,49.25,1.1,8.2,24.6,21.5,53,74,0.716,76,157,0.484,22,83,0.265,0.2,0.8,30.8,0,0.966973,98.7147,4.1,113.976,112.285,1.47529,89.4457,-5.9086,-2.31175,-3.59686,-5.60862,24.8929,-2.3746,-3.23403,0.2143,1.8214,2.0357,2.9286,0.3929,0.0357,11.1786
