player_name,team,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts
Brocke Stepteau,Hawaii,29,68.2,116.8,19.6,55.1,62.1,1.4,7,24,18.7,81,90,0.9,58,122,0.475,34,76,0.447,0,1,45.5,3,2.51238,113.997,2.7,106.351,109.115,1.92589,115.168,-1.28617,1.29978,-2.58595,-0.124744,27.5161,1.11838,-1.24312,0.2903,1.5484,1.8387,3.3226,0.5161,0,10.4194
Samuel Dingba,Vermont,31,33.2,110.7,13.2,53.3,55.33,12.3,16.3,2.9,17.6,25,43,0.581,32,59,0.542,0,1,0,6.5,2.2,71.7,3,0.539409,98.4488,6.2,91.5135,94.7174,1.70507,96.3439,3.30198,-0.799137,4.10112,0.375304,14.2581,-2.35496,2.73026,1.4194,1.9032,3.3226,0.2258,0.5161,0.7742,2.871
Torin Dorn,North Carolina St,36,70.8,108.8,23.4,50.8,51.98,8.3,20.1,8.3,12.1,63,107,0.589,186,358,0.52,23,76,0.303,0.9,2,24.7,3,2.96175,117.585,1.9,98.3608,94.8981,3.41911,204.162,2.16983,1.46821,0.701618,3.7859,28.5278,3.24922,0.536677,2.2222,5,7.2222,1.25,1,0.25,14
Jalen Adams,Connecticut,26,58.9,109.7,27.9,54.9,57.73,3.5,12,25.5,18.9,58,70,0.829,126,226,0.558,43,121,0.355,1.1,2.1,20.2,3,3.69506,123.124,3.4,103.108,101.962,2.84871,138.361,3.96375,3.95838,0.00537636,4.95931,30,4.58547,0.373848,0.9231,3.0769,4,3.3846,1.0769,0.3077,16.8846
Brandon Alston,Georgia Tech,26,35.7,100.8,20.8,54.2,59.37,1.6,9,12.9,22.1,41,49,0.837,39,76,0.513,21,54,0.389,0.5,0.9,37.7,3,1.14667,106.177,3.6,103.467,100.569,1.76972,64.9373,-2.2981,-0.795391,-1.50271,-0.575564,17.6538,-0.279377,-0.296187,0.2308,1.4615,1.6923,1.0385,0.2692,0.0769,7
Kaleb Joseph,Creighton,34,37.8,100.4,15.5,51.2,52.41,2.8,10,11.6,18.3,12,18,0.667,34,75,0.453,20,50,0.4,0.9,1.2,14.4,3,0.543509,97.8104,3.4,106.933,101.825,1.4508,83.4718,-0.162644,-0.639987,0.477343,0.0852479,15.6571,-0.744322,0.82957,0.3429,1.4286,1.7714,1.2,0.3429,0.1429,4.3143
Jake Babic,Texas A&M Corpus Chris,27,46.1,96.5,16.8,48.2,49.48,2,13.3,13.3,18.6,12,18,0.667,20,51,0.392,32,90,0.356,1.7,1.4,12.8,3,0.145987,89.6588,3.3,102.148,104.765,1.63827,89.5485,-2.14036,-1.77244,-0.367916,-0.976305,19.0645,-1.09122,0.114913,0.3871,2.2581,2.6452,1.3548,0.4516,0.2903,5.3226
Anthony Durham,Rider,31,72.1,117.1,14.9,54.9,59.27,4.7,9.5,12,15.2,67,87,0.77,63,116,0.543,33,89,0.371,0.6,1.6,42.4,3,1.83957,105.833,3.3,105.564,108.826,2.0656,150.452,0.364925,1.37225,-1.00732,-0.330765,28.9677,0.24229,-0.573055,1.3226,2.3548,3.6774,2,0.871,0.129,9.4194
Larry Austin Jr.,Central Michigan,32,85.7,103.1,30.1,48.9,50.69,7.2,12.7,35.9,18.9,123,222,0.554,208,423,0.492,5,18,0.278,0.4,3.4,50.3,3,3.41476,116.15,3.1,102.413,102.593,3.21603,229.029,4.11265,2.7066,1.40605,3.21157,34.0286,2.40367,0.807904,2.2,4.0571,6.2571,5.9714,2.2286,0.1429,17.4571
Ehab Amin,Oregon,37,43.5,96.8,20.7,45.4,47.64,4.3,16.3,12.7,16,31,48,0.646,44,102,0.431,33,104,0.317,0.8,5.1,23.3,3,0.787494,100.171,4.2,88.6111,85.3913,2.72984,154.328,4.77109,0.734489,4.0366,4.53228,17.973,-0.518386,5.05067,0.6216,2.5135,3.1351,1.1622,1.4865,0.1081,5.8919
Raasean Davis,North Carolina Central,31,75.7,113.7,21,62.2,63.73,13.1,22,4.1,19.6,69,99,0.697,179,288,0.622,0,0,0,4.6,1.7,34.4,3,2.40057,110.317,3.9,97.987,104.409,2.65312,189.731,1.88565,0.710706,1.17495,1.91364,29.6765,1.76719,0.146449,3.4118,5.7059,9.1176,0.5,0.8529,1.2353,14.7647
Torry Johnson,Wake Forest,26,45.3,92.3,16.6,43.4,52.14,0.7,8.7,12.8,26.5,55,71,0.775,28,72,0.389,14,41,0.341,0.2,1.5,62.8,3,0.279665,91.1784,3.7,111.695,106.781,1.70485,87.5223,-2.57735,-1.96169,-0.615659,-3.38978,21.7692,-3.22578,-0.163997,0.1538,1.6154,1.7692,1.3846,0.5769,0.0385,5.8846
Michael Gilmore,VCU,33,17.9,92.2,22.7,60.6,60.53,8.2,28.7,10.1,32.2,8,14,0.571,28,41,0.683,10,30,0.333,3.2,1.5,19.7,3,0.232399,96.8149,9.7,82.6129,80.9698,1.20435,60.5215,1.13169,-2.99516,4.12686,-0.269704,7.2121,-4.04676,3.77706,0.5152,1.9091,2.4242,0.3333,0.1818,0.2121,2.8485
Jeremiah Jefferson,Nicholls St,27,86.3,101,23.3,51.2,52.32,0.9,8.3,12.6,11.5,34,50,0.68,77,172,0.448,82,219,0.374,0.4,1.3,12.8,3,1.60335,100.839,1.9,111.624,114.885,1.7463,134.077,-3.4009,0.417498,-3.8184,-2.21151,34.4516,0.813356,-3.02486,0.3226,2.5806,2.9032,2,0.9677,0.1935,17.1613
Zach Braxton,Weber St,28,55.6,113.8,20.5,60.8,64.48,10.2,18.8,6.1,19.3,96,139,0.691,90,148,0.608,0,0,0,2.6,1.3,93.9,3,1.93353,110.108,4.8,101.723,103.195,2.24075,136.37,-0.720685,-0.807643,0.0869576,-0.504435,24.2667,-0.391921,-0.112514,2.2,4.5667,6.7667,0.8,0.5333,0.6333,9.9
Dylan Osetkowski,Texas,36,69.3,111.6,21.2,49.2,53.91,9.9,19.3,8.7,12.1,93,124,0.75,103,204,0.505,34,109,0.312,1.5,2.9,39.6,3,3.30939,120.829,2.4,95.7263,89.7295,3.93991,216.811,7.50075,4.1484,3.35235,7.11243,28.7778,4.41355,2.69888,2.4444,4.7778,7.2222,1.2222,1.3611,0.3889,11.1389
Bray Barnes,Cal St Bakersfield,12,2.6,58.4,13.7,14.3,17.8,9.6,7.7,5,13.1,1,3,0.333,1,3,0.333,0,4,0,0,0,42.9,3,-0.337885,52.0499,3.6,113.704,112.352,0.163239,3.82862,-9.42428,-4.90067,-4.52362,-11.6555,3.6,-6.57092,-5.08463,0.2667,0.2,0.4667,0.1333,0,0,0.5333
Makai Mason,Baylor,28,65.8,108.1,24.8,48.7,53.69,1.3,7.7,21.5,18.9,90,110,0.818,74,172,0.43,60,165,0.364,0,0.9,32.6,3,3.78938,121.661,2.4,108.065,102.401,2.99778,117.278,0.228265,3.13262,-2.90435,1.86201,32.0714,3.1156,-1.25359,0.3571,2.1071,2.4643,3.3571,0.4643,0,14.9286
Skyler Flatten,South Dakota St,32,91.6,122,17.2,63.2,64.03,1,9.9,10.1,11.4,52,76,0.684,98,163,0.601,83,189,0.439,1.3,1.8,21.6,3,3.36624,113.923,1.8,103.257,104.402,3.18706,222.307,3.64612,3.49011,0.156005,3.90846,36.5152,3.3868,0.521662,0.2727,3.5152,3.7879,2.2121,1.2424,0.3939,15.4545
Dwain Whitfield,Arkansas Pine Bluff,11,2.8,8.7,10.3,0,0,3.4,7,0,16.5,0,0,0,0,7,0,0,0,0,3.2,0,0,3,-0.872189,5.76912,8,110.194,110.393,0.203558,4.6762,-16.2255,-11.8706,-4.35488,-18.1037,4.1667,-13.8862,-4.2175,0.25,0.5,0.75,0.0833,0,0.1667,0.5
Matt Jackson,Grand Canyon,29,38.2,109.4,13.6,50.5,53.06,4.5,13.4,10.5,14.1,21,31,0.677,36,69,0.522,11,35,0.314,1.7,0.7,29.8,3,0.709389,99.2294,3.4,104.597,103.871,1.55259,82.1347,0.36108,-0.250638,0.611718,-0.232865,17.5172,-0.776057,0.543192,0.6897,2.0345,2.7241,1.0345,0.2069,0.2759,4.3448
Amari Hamilton,North Carolina A&T,29,29.6,98.8,26.6,52.1,54.09,1.4,10.1,5.8,14.3,22,30,0.733,25,57,0.439,41,109,0.376,0.3,0.8,18.1,3,0.633604,102.377,2.3,107.274,112.734,0.730469,50.9889,-6.95383,-2.09825,-4.85558,-3.05613,12.1613,0.387809,-3.44394,0.129,1.0968,1.2258,0.3226,0.1613,0.0323,6.7742
Josh Gantz,UMass Lowell,30,87,114.7,15.2,57.9,60.42,5,9.4,14.8,18.6,42,53,0.792,72,122,0.59,42,111,0.378,2.6,1.4,22.7,3,2.0261,104.232,3.9,108.253,113.18,1.96627,180.555,1.42077,1.93631,-0.51554,-0.0493703,34.6562,0.707043,-0.756414,1.4375,2.9688,4.4062,2.9688,0.9062,0.8438,10.625
Jalyn Patterson,Texas Southern,33,64.4,98.5,22.6,45,49.16,1.9,10.8,23.9,20.2,73,94,0.777,60,140,0.429,66,213,0.31,0.6,2.3,26.6,3,1.21376,99.8781,2.3,104.195,108.627,2.03578,179.47,-1.2951,0.638888,-1.93399,-0.27264,28.697,0.801457,-1.0741,0.5152,2.9697,3.4848,3.8485,1.2727,0.1818,11.8485
Tre Campbell,South Carolina,31,67.2,99.1,15.6,42.9,45.96,1.2,5.9,19.1,16.8,30,38,0.789,23,89,0.258,47,129,0.364,0.3,2.2,17.4,3,1.00967,98.2784,2,106.367,100.647,2.68853,135.672,1.48191,1.46581,0.0160962,1.28423,26.9375,-0.0626504,1.34688,0.3125,1.375,1.6875,2.6875,1.0312,0.0625,7.125
Elbert Robinson III,Old Dominion,33,21.1,83.1,18.7,53.4,52.25,9.7,15.8,4.2,32,13,29,0.448,31,58,0.534,0,0,0,6.8,1.9,50,3,-0.169644,82.0079,7.6,89.6573,90.2207,1.22126,63.5685,-2.02971,-6.35785,4.32814,-3.71076,8.9697,-7.02307,3.31232,0.8182,1.2727,2.0909,0.1818,0.2727,0.4848,2.2727
Trey Mourning,Georgetown,26,33.9,93.4,20.9,45.3,48.83,8,15,7.8,18.8,39,63,0.619,55,109,0.505,5,29,0.172,1.9,1,45.7,3,0.544996,96.4832,5,106.392,101.435,1.65168,78.9161,-2.28337,-1.86625,-0.417125,-2.81291,17.6538,-2.65097,-0.16194,1.2692,2.5,3.7692,0.7308,0.3077,0.3077,6.3077
Phil Booth,Villanova,36,86.9,112.5,27.4,52.9,56.71,1.2,11.9,24.9,14.8,137,183,0.749,123,243,0.506,95,259,0.367,0.7,1.5,36.5,3,4.8571,127.708,2.2,104.514,99.7707,3.58255,202.658,4.01309,4.42346,-0.410371,5.51773,35.1389,5.06031,0.457422,0.3611,3.5278,3.8889,3.8056,0.8333,0.1944,18.5556
Abdoulaye Gueye,Georgia Tech,30,40.4,96,22.4,52.5,53.71,8.6,15.7,11.3,20.2,28,47,0.596,82,153,0.536,2,9,0.222,6,2,29,3,0.956219,103.453,5.1,95.0118,91.6054,2.26292,107.548,1.85174,-1.72126,3.57301,2.91933,17.3,-0.208419,3.12775,1.2,2.5,3.7,0.8333,0.6,0.9333,6.6
Shawn Olden,Texas Southern,20,19,96.9,16.4,37.3,44.22,1.5,5.6,11.7,12.5,26,36,0.722,10,25,0.4,13,54,0.241,1.4,2.5,45.6,3,0.0271529,88.0207,3.1,105.499,115.153,0.690658,49.9103,-3.14206,-0.865299,-2.27676,-2.93811,14,-2.16546,-0.772646,0.2,0.75,0.95,1,0.65,0.2,4.25
Mike Cunningham,Oklahoma St,7,10,100.2,21.9,57.1,57.14,0.9,8.9,14.9,19.1,0,0,0,10,22,0.455,12,27,0.444,0,2.3,0,3,1.39529,109.448,2.2,108.308,100.167,1.85856,20.7537,-0.574806,1.47916,-2.05396,2.10955,18.2857,2.43869,-0.329139,0.1429,1.4286,1.5714,1.1429,0.7143,0,8
Eric Cooper Jr.,Pepperdine,33,69.6,111.8,16.3,53,55.95,1.6,9.7,6.2,7.9,47,58,0.81,31,86,0.36,78,193,0.404,0.3,1.1,20.8,3,1.86937,106.802,3,109.293,109.04,1.97321,140.043,-0.195939,2.03093,-2.22687,-0.0181041,28.1176,1.31755,-1.33566,0.3824,2.2059,2.5882,0.8824,0.5294,0.0588,10.6765
Greg Malinowski,Georgetown,33,38.4,112.7,18.2,57.9,61.08,3.4,17.8,22.9,21.4,34,44,0.773,23,40,0.575,36,93,0.387,0.2,1.5,33.1,3,1.31491,112.144,3.2,105.759,101.391,1.48718,94.5008,2.84225,2.9787,-0.136457,3.17815,15.7576,2.39982,0.778327,0.4848,2.6364,3.1212,1.9697,0.4242,0.0303,5.697
Jorge Rosa,New Orleans,23,28.3,102.8,19.6,50,51.24,1.7,9.6,8.9,13.1,10,14,0.714,10,35,0.286,36,93,0.387,0.7,1.7,10.9,3,0.580061,99.1224,1.4,104.966,108.364,1.04901,52.5247,-3.39047,-0.217287,-3.17319,-0.175264,14.2222,1.73575,-1.91101,0.2222,1.2593,1.4815,0.7778,0.4074,0.0741,6.1111
Jack Purchase,Hawaii,29,76.7,115.5,17.1,59.8,62.12,2.4,20.2,12.5,15.5,44,56,0.786,38,51,0.745,70,188,0.372,2.2,0.8,23.4,3,2.25786,108.676,2.9,101.287,103.92,2.71765,164.392,2.79541,2.04104,0.754371,3.29492,30.5806,2.73572,0.559201,0.6774,5.2258,5.9032,2,0.3871,0.5806,11.4516
T.J. Lang,South Florida,34,44.4,104.9,13.7,47.3,50.14,3,9.4,6.9,14.2,29,41,0.707,16,41,0.39,42,126,0.333,0.4,1.2,24.6,3,0.632484,96.9177,3.3,100.785,98.4905,2.07059,102.049,-0.226089,-0.250989,0.0249001,-0.138737,20.0286,-0.819077,0.68034,0.5714,1.5714,2.1429,0.7429,0.4286,0.0857,5.6857
David Wacker,Boise St,32,44.3,111.9,11.4,51,55.99,10.1,13.2,9.8,22.3,32,51,0.627,25,47,0.532,0,2,0,2.9,0.7,104.1,3,0.705923,98.9483,5.9,105.297,105.485,1.47289,91.8429,1.5276,0.0240133,1.50359,-1.26345,17.9091,-2.04701,0.783566,1.4545,1.7879,3.2424,1,0.2424,0.3939,2.6667
Zach Johnson,Miami FL,32,76.9,94,23.2,44.2,48.2,1.4,9.1,15.9,16,89,137,0.65,94,211,0.445,33,114,0.289,1.4,3.1,42.2,3,1.61227,102.566,2.6,103.055,98.4954,3.30434,185.387,0.82413,-0.19067,1.0148,0.943125,30.875,-0.799783,1.74291,0.375,2.4062,2.7812,2.4375,1.6562,0.375,11.75
Miles Reynolds,Oklahoma,34,50.3,96.8,19.6,43.6,51.6,2.3,10.1,10.1,17.6,87,124,0.702,59,124,0.476,8,39,0.205,0.2,1.7,76.1,3,1.13527,103.733,3.8,100.905,94.8292,2.41559,119.474,1.47951,0.123283,1.35623,0.496128,20.1765,-1.61549,2.11162,0.4118,1.9706,2.3824,1.1176,0.5882,0.0294,6.7353
Marcus Bartley,Southern Illinois,32,60.3,99.3,13.7,53.3,54.92,0.7,8.5,17.6,26.4,17,24,0.708,13,29,0.448,40,108,0.37,0.3,1.6,17.5,3,0.289981,90.9223,3.9,104.983,105.742,1.98537,116.511,-2.09741,-0.679322,-1.41809,-2.72379,24.125,-2.64346,-0.0803348,0.125,1.7812,1.9062,2.375,0.625,0.0625,5.0938
Milik Yarbrough,Illinois St,32,73.1,94.5,34.4,49.8,54.06,3.9,24.1,25.4,23.2,110,142,0.775,167,337,0.496,32,95,0.337,2.2,1.5,32.9,3,2.4351,111.458,3.6,99.9352,100.259,2.9635,189.283,-0.0764425,-1.39764,1.3212,1.84848,29.2424,1.35852,0.48996,0.9697,5.9394,6.9091,3.0606,0.7273,0.5455,16.6364
Michael Finke,Grand Canyon,30,58.3,125.9,18.9,58.8,62.12,8.4,13.4,9.6,10.2,60,75,0.8,94,135,0.696,29,99,0.293,0.3,0.7,32.1,3,3.20208,123.43,2.7,105.644,104.389,2.24788,115.449,3.93647,4.83775,-0.901286,4.35454,26.129,4.71937,-0.36483,1.871,3.129,5,1.3871,0.2903,0.0645,12.0323
AJ John,UC Davis,24,43.1,83.2,16.8,40.6,40.6,5.3,15.7,8.4,14.8,9,23,0.391,17,38,0.447,23,89,0.258,2.9,1.7,18.1,3,-0.655935,78.3417,4.3,101.329,103.307,1.88155,92.8486,-1.62062,-2.5607,0.940075,-2.80369,21.1667,-3.20293,0.39924,0.9167,2.5417,3.4583,0.875,0.5833,0.5,4.6667
D.J. Foreman,Saint Louis,36,52.9,90.6,18.5,50,51.69,8.3,14.7,6.5,25.5,58,107,0.542,81,161,0.503,0,1,0,3,0.9,66,3,0.190817,90.0563,4.8,98.0186,96.8834,2.39257,129.775,-2.88182,-3.9131,1.03128,-3.06511,21.1667,-3.76269,0.697576,1.6667,2.6944,4.3611,0.6667,0.3056,0.5278,6.1111
Novak Topalovic,Utah,31,30.6,95.2,14.1,49.3,52.01,7,22.7,3.3,22.8,20,33,0.606,33,67,0.493,0,0,0,5.4,0.5,49.3,3,0.100029,89.8132,4.7,106.712,104.967,1.0403,73.6663,-1.70593,-2.86041,1.15449,-2.17559,12.2903,-2.30326,0.127663,0.7097,2.3871,3.0968,0.2258,0.0968,0.6129,2.7742
Paul Rowley,William & Mary,22,30.3,92.6,18.5,47.6,49.24,2.6,11.4,13.9,19.5,9,12,0.75,25,52,0.481,17,54,0.315,4,1.7,11.3,3,-0.00236344,87.417,5.8,108.69,106.689,1.30281,66.6336,-3.74064,-3.04689,-0.693745,-3.74208,16.8696,-3.78663,0.0445449,0.3913,1.6087,2,1.3043,0.5217,0.6957,5
Ibrahima Diallo,Manhattan,18,10.1,82.6,17,50,47.89,9.2,10.4,3.9,25.8,2,7,0.286,14,28,0.5,0,0,0,1.1,2.9,25,3,-0.262225,76.9949,5.8,99.8989,104.375,0.628607,22.5704,-5.50619,-5.56776,0.0615746,-5.83449,7.2222,-5.76797,-0.0665173,0.5556,0.5556,1.1111,0.1111,0.3333,0.0556,1.6667
